0610010F05Rik	KIAA1841
Nrg1	NRG1
Nrg2	NRG2
Nrg3	NRG3
Nrg4	NRG4
Nrgn	NRGN
Nrip1	NRIP1
Nrip2	NRIP2
Nrip3	NRIP3
Nrk	NRK
Nrl	NRL
Nrm	NRM
Nrn1	NRN1
Nrn1l	NRN1L
Nron	NRON
Nrp1	NRP1
Nrp2	NRP2
Nrros	NRROS
Nrsn1	NRSN1
Nrsn2	NRSN2
Nrtn	NRTN
Nrxn1	NRXN1
Nrxn2	NRXN2
Nrxn3	NRXN3
Nsd1	NSD1
Nsd2	NSD2
Nsd3	NSD3
Nsdhl	NSDHL
Nsf	NSF
Nsfl1c	NSFL1C
Nsg1	NSG1
Nsg2	NSG2
Nsl1	NSL1
Nsmaf	NSMAF
Nsmce1	NSMCE1
Nsmce2	NSMCE2
Nsmce3	NSMCE3
Nsmce4a	NSMCE4A
Nsmf	NSMF
Nsrp1	NSRP1
Nsun2	NSUN2
Nsun3	NSUN3
Nsun4	NSUN4
Nsun5	NSUN5
Nsun6	NSUN6
Nsun7	NSUN7
Nt5c	NT5C
Nt5c1a	NT5C1A
Nt5c1b	NT5C1B
Nt5c1b	NT5C1B-RDH14
Nt5c2	NT5C2
Nt5c3	NT5C3A
Nt5c3b	NT5C3B
Nt5dc1	NT5DC1
Nt5dc2	NT5DC2
Nt5dc3	NT5DC3
Nt5e	NT5E
Nt5m	NT5M
Ntan1	NTAN1
Ntf3	NTF3
Ntf5	NTF4
Nthl1	NTHL1
Ntm	NTM
Ntmt1	NTMT1
Ntn1	NTN1
Ntn3	NTN3
Ntn4	NTN4
Ntn5	NTN5
Ntng1	NTNG1
Ntng2	NTNG2
Ntpcr	NTPCR
Ntrk1	NTRK1
Ntrk2	NTRK2
Ntrk3	NTRK3
Nts	NTS
Ntsr1	NTSR1
Ntsr2	NTSR2
Nuak1	NUAK1
Nuak2	NUAK2
Nub1	NUB1
Nubp1	NUBP1
Nubp2	NUBP2
Nubpl	NUBPL
Nucb1	NUCB1
Nucb2	NUCB2
Nucks1	NUCKS1
Nudc	NUDC
Nudcd1	NUDCD1
Nudcd2	NUDCD2
Nudcd3	NUDCD3
Nudt1	NUDT1
Nudt10	NUDT11
Nudt11	NUDT11
Nudt12	NUDT12
Nudt13	NUDT13
Nudt14	NUDT14
Nudt15	NUDT15
Nudt16	NUDT16
Nudt16l1	NUDT16L1
Nudt16l2	NUDT16
Nudt17	NUDT17
Nudt18	NUDT18
Nudt19	NUDT19
Nudt2	NUDT2
Nudt21	NUDT21
Nudt22	NUDT22
Nudt3	NUDT3
Nudt4	NUDT4
Nudt4	NUDT4B
Nudt5	NUDT5
Nudt6	NUDT6
Nudt7	NUDT7
Nudt9	NUDT9
Nuf2	NUF2
Nufip1	NUFIP1
Nufip2	NUFIP2
Nuggc	NUGGC
Numa1	NUMA1
Numb	NUMB
Numbl	NUMBL
Nup107	NUP107
Nup133	NUP133
Nup153	NUP153
Nup155	NUP155
Nup160	NUP160
Nup188	NUP188
Nup205	NUP205
Nup210	NUP210
Nup210l	NUP210L
Nup214	NUP214
Nup35	NUP35
Nup37	NUP37
Nup43	NUP43
Nup50	NUP50
Nup54	NUP54
Nup62	NUP62
Nup62cl	NUP62CL
Nup85	NUP85
Nup88	NUP88
Nup93	NUP93
Nup98	NUP98
Nupl1	NUP58
Nupl2	NUP42
Nupr1	NUPR1
Nupr1l	NUPR2
Nus1	NUS1
Nusap1	NUSAP1
Nutf2	NUTF2
Nutf2-ps1	NUTF2
Nutm1	NUTM1
Nutm2	NUTM2F
Nutm2	NUTM2A
Nutm2	NUTM2G
Nutm2	NUTM2B
Nutm2	NUTM2D
Nutm2	NUTM2E
Nvl	NVL
Nwd1	NWD1
Nwd2	NWD2
Nxf1	NXF1
Nxf2	NXF5
Nxf2	NXF2
Nxf2	NXF2B
Nxf3	NXF3
Nxf7	NXF5
Nxf7	NXF2
Nxf7	NXF2B
Nxn	NXN
Nxnl1	NXNL1
Nxnl2	NXNL2
Nxpe2	NXPE2
Nxpe3	NXPE3
Nxpe4	NXPE4
Nxph1	NXPH1
Nxph2	NXPH2
Nxph3	NXPH3
Nxph4	NXPH4
Nxt1	NXT1
Nxt2	NXT2
Nyap1	NYAP1
Nyap2	NYAP2
Nynrin	NYNRIN
Nyx	NYX
Oaf	OAF
Oard1	OARD1
Oas1a	OAS1
Oas1b	OAS1
Oas1c	OAS1
Oas1d	OAS1
Oas1e	OAS1
Oas1f	OAS1
Oas1g	OAS1
Oas1h	OAS1
Oas2	OAS2
Oas3	OAS3
Oasl1	OASL
Oat	OAT
Oaz1	OAZ1
Oaz2	OAZ2
Oaz3	OAZ3
Obp2a	OBP2A
Obp2a	OBP2B
Obp2b	OBP2A
Obp2b	OBP2B
Obscn	OBSCN
Obsl1	OBSL1
Oc90	OC90
Oca2	OCA2
Ocel1	OCEL1
Ociad1	OCIAD1
Ociad2	OCIAD2
Ocln	OCLN
Ocm	OCM
Ocm	OCM2
Ocrl	OCRL
Ocstamp	OCSTAMP
Odam	ODAM
Odc1	ODC1
Odf1	ODF1
Odf2	ODF2
Odf2l	ODF2L
Odf3	ODF3
Odf3b	ODF3B
Odf3l1	ODF3L1
Odf3l2	ODF3L2
Odr4	ODR4
Ofd1	OFD1
Oga	OGA
Ogdh	OGDH
Ogdhl	OGDHL
Ogfod1	OGFOD1
Ogfod2	OGFOD2
Ogfod3	OGFOD3
Ogfr	OGFR
Ogfrl1	OGFRL1
Ogg1	OGG1
Ogn	OGN
Ogt	OGT
Oip5	OIP5
Oit1	FAM3D
Oit3	OIT3
Ola1	OLA1
Olah	OLAH
Olfm1	OLFM1
Olfm2	OLFM2
Olfm3	OLFM3
Olfm4	OLFM4
Olfml1	OLFML1
Olfml2a	OLFML2A
Olfml2b	OLFML2B
Olfml3	OLFML3
Olfr10	OR2Y1
Olfr1006	OR9G4
Olfr1008	OR8K5
Olfr1013	OR9G1
Olfr1014	OR9G1
Olfr1016	OR9G1
Olfr1019	OR5AR1
Olfr1020	OR5AP2
Olfr1022	OR5M10
Olfr1022	OR5M1
Olfr1023	OR5M10
Olfr1023	OR5M1
Olfr1028	OR5M11
Olfr1029	OR5M11
Olfr1031	OR5M8
Olfr1032	OR5M3
Olfr1033	OR5M3
Olfr1034	OR5M9
Olfr1036	OR5M9
Olfr1038-ps	OR5R1
Olfr1039	OR5AL1
Olfr1040	OR5AL1
Olfr1042	OR5AL1
Olfr1044	OR8U1
Olfr1045	OR8J3
Olfr1045	OR8J1
Olfr1046	OR8K1
Olfr1047	OR8K3
Olfr1048	OR8K5
Olfr1049	OR8K5
Olfr1051	OR8K5
Olfr1052	OR5J2
Olfr1053	OR8K5
Olfr1057	OR8J3
Olfr1057	OR8J1
Olfr1058	OR8K3
Olfr1061	OR8K3
Olfr1062	OR8J3
Olfr1062	OR8J1
Olfr1065	OR8K3
Olfr1066	OR8K3
Olfr1076	OR8K3
Olfr1077-ps1	OR8K3
Olfr1079	OR8K3
Olfr1080	OR8K3
Olfr1082	OR8K3
Olfr1083-ps	OR5G3
Olfr1084	OR8K3
Olfr1085	OR8K3
Olfr1086	OR5T2
Olfr1087	OR8K3
Olfr1089	OR8K3
Olfr109	OR12D3
Olfr1090	OR8K3
Olfr1093	OR5T3
Olfr1093	OR5T1
Olfr1094	OR5T3
Olfr1094	OR5T1
Olfr1097	OR8H1
Olfr1097	OR8H3
Olfr1097	OR8H2
Olfr1098	OR8H1
Olfr1098	OR8H3
Olfr1098	OR8H2
Olfr1099	OR8H1
Olfr1099	OR8H3
Olfr1099	OR8H2
Olfr11	OR2B6
Olfr110	OR5V1
Olfr1100	OR8H1
Olfr1100	OR8H3
Olfr1100	OR8H2
Olfr1102	OR5T3
Olfr1102	OR5T1
Olfr1104	OR8I2
Olfr111	OR5V1
Olfr1111	OR5AS1
Olfr1116	OR10AG1
Olfr1117-ps1	OR10AG1
Olfr1118	OR10AG1
Olfr1122	OR10AG1
Olfr1123	OR10AG1
Olfr1135	OR5W2
Olfr1136	OR5W2
Olfr1137	OR5W2
Olfr1138	OR5W2
Olfr1140	OR5W2
Olfr1141	OR5W2
Olfr1152	OR5W2
Olfr1153	OR5W2
Olfr1155	OR5D16
Olfr1156	OR5L2
Olfr1156	OR5L1
Olfr1157	OR5L2
Olfr1157	OR5L1
Olfr1161	OR5D18
Olfr1162	OR5D14
Olfr1163	OR5D14
Olfr1174	OR5D3P
Olfr1175	OR5D3P
Olfr1177-ps	OR5D3P
Olfr1189	OR4C6
Olfr1191-ps1	OR4S2
Olfr1192-ps1	OR4P4
Olfr1193	OR4S2
Olfr1195	OR4C16
Olfr1199	OR4C16
Olfr1201	OR4C11
Olfr1205	OR4C11
Olfr1206	OR4C11
Olfr1209	OR4C16
Olfr1211	OR4C15
Olfr1212	OR4C15
Olfr1213	OR4C15
Olfr1214	OR4C15
Olfr1215	OR4C15
Olfr1216	OR4C15
Olfr1217	OR4C15
Olfr1218	OR4C15
Olfr1219	OR4C15
Olfr1220	OR4C15
Olfr1221	OR4C15
Olfr1222	OR4C15
Olfr1223	OR4C15
Olfr1224-ps1	OR4C15
Olfr1225	OR4C15
Olfr1226	OR4C15
Olfr1228	OR4C15
Olfr1229	OR4C15
Olfr1230	OR4C6
Olfr1232	OR4C15
Olfr1234	OR4A15
Olfr1238	OR4A5
Olfr1238	OR4A8
Olfr1240	OR4A16
Olfr1241	OR4A16
Olfr1242	OR4A16
Olfr1243	OR4A16
Olfr1245	OR4A16
Olfr1246	OR4A5
Olfr1246	OR4A8
Olfr1247	OR4A16
Olfr1248	OR4A16
Olfr125	OR14J1
Olfr1250	OR4A16
Olfr1251	OR4A5
Olfr1251	OR4A8
Olfr1252	OR4A16
Olfr1253	OR4A5
Olfr1253	OR4A8
Olfr1254	OR4A16
Olfr1255	OR4C12
Olfr1256	OR4A47
Olfr1258	OR4C46
Olfr1258	OR4C13
Olfr1259	OR4C12
Olfr1260	OR4C5
Olfr1261	OR4C45
Olfr1262	OR4C45
Olfr1263	OR4C45
Olfr1264	OR4C3
Olfr1265	OR4X2
Olfr1267-ps1	OR4X2
Olfr1268-ps1	OR4X1
Olfr1269	OR4X2
Olfr1270	OR4B1
Olfr1271	OR4B1
Olfr1272	OR4B1
Olfr1273-ps	OR4B1
Olfr1274	OR4X2
Olfr1289	OR4F17
Olfr1289	OR4F4
Olfr1289	OR4F5
Olfr1291-ps1	OR4F17
Olfr1291-ps1	OR4F4
Olfr1291-ps1	OR4F5
Olfr1293-ps	OR4F17
Olfr1293-ps	OR4F4
Olfr1293-ps	OR4F5
Olfr13	OR2A4
Olfr13	OR2A7
Olfr1303	OR4F21
Olfr1303	OR4F3
Olfr1303	OR4F16
Olfr1303	OR4F29
Olfr1309	OR4F15
Olfr1310	OR4F6
Olfr1325	OR13H1
Olfr1352	OR7A10
Olfr1352	OR7A17
Olfr1352	OR7A5
Olfr1354	OR7A10
Olfr1354	OR7A17
Olfr1354	OR7A5
Olfr1369-ps1	OR2W1
Olfr137	OR2J2
Olfr137	OR2J3
Olfr137	OR2J1
Olfr1371	OR2Y1
Olfr1373	OR2Y1
Olfr1380	OR2Y1
Olfr1381	OR2Y1
Olfr1382	OR2Y1
Olfr1383	OR2Y1
Olfr1384	OR2Y1
Olfr1385	OR2Y1
Olfr1386	OR2Y1
Olfr1387	OR2Y1
Olfr1388	OR2Y1
Olfr1389	OR2Y1
Olfr1390	OR2Y1
Olfr1391	OR2Y1
Olfr1392	OR2Y1
Olfr1393	OR2Y1
Olfr1404	OR10J3
Olfr1414	OR6B3
Olfr1414	OR6B2
Olfr1415	OR6B3
Olfr1415	OR6B2
Olfr1416	OR6B3
Olfr1416	OR6B2
Olfr142	OR4B1
Olfr1420	OR10V1
Olfr1423	OR4D11
Olfr1424	OR4D10
Olfr1425	OR4D10
Olfr1426	OR4D10
Olfr1428	OR4D6
Olfr1431	OR5AN1
Olfr1434	OR5AN1
Olfr1436	OR5AN1
Olfr1437	OR5AN1
Olfr1438-ps1	OR5A2
Olfr1444	OR5B21
Olfr1445	OR5B12
Olfr1446	OR5B3
Olfr1447	OR5B3
Olfr1448	OR5B12
Olfr145	OR8B8
Olfr1451	OR5B2
Olfr1452-ps1	OR5B3
Olfr1453	OR5B3
Olfr1454	OR5B3
Olfr1457	OR5B3
Olfr1458	OR5B3
Olfr1459	OR5B3
Olfr146	OR8G1
Olfr146	OR8G5
Olfr1461	OR5B3
Olfr1462	OR5B3
Olfr1463	OR5B3
Olfr1465	OR5B3
Olfr1466	OR5B3
Olfr1467	OR5B3
Olfr1469	OR5B3
Olfr147	OR8B3
Olfr147	OR8B2
Olfr1490	OR10W1
Olfr1491	OR10Q1
Olfr1493-ps1	OR10W1
Olfr1494	OR10Q1
Olfr1495	OR10Q1
Olfr1496	OR1S2
Olfr1496	OR1S1
Olfr1497	OR9Q2
Olfr1499	OR9I1
Olfr15	OR2C1
Olfr1500	OR9Q1
Olfr1502	OR9I1
Olfr1505	OR9I1
Olfr1506	OR4X2
Olfr1507	OR4E1
Olfr1508	OR4E1
Olfr1509	OR4E2
Olfr151	OR8A1
Olfr1510	OR10G2
Olfr1511	OR10G2
Olfr1512	OR10G3
Olfr1513	OR10G3
Olfr152	OR5I1
Olfr1537	OR8G1
Olfr1537	OR8G5
Olfr156	OR13C7
Olfr1564	OR10H5
Olfr1565	OR4X2
Olfr157	OR13C7
Olfr16	OR10J5
Olfr160	OR8A1
Olfr161	OR1F1
Olfr166	OR2L13
Olfr167	OR2L5
Olfr167	OR2L3
Olfr167	OR2L2
Olfr167	OR2L8
Olfr168	OR2L13
Olfr169	OR2AJ1
Olfr17	OR10A4
Olfr170	OR2AJ1
Olfr171	OR2AJ1
Olfr172	OR5K2
Olfr172	OR5K1
Olfr173	OR5K2
Olfr173	OR5K1
Olfr178	OR5K4
Olfr18	OR7E24
Olfr180	OR5K4
Olfr181	OR5K4
Olfr183	OR5H6
Olfr183	OR5H1
Olfr183	OR5H8
Olfr183	OR5H15
Olfr183	OR5H14
Olfr186	OR5H6
Olfr186	OR5H1
Olfr186	OR5H8
Olfr186	OR5H15
Olfr186	OR5H14
Olfr187	OR5H6
Olfr187	OR5H1
Olfr187	OR5H8
Olfr187	OR5H15
Olfr187	OR5H14
Olfr19	OR7A10
Olfr19	OR7A17
Olfr19	OR7A5
Olfr190	OR5H6
Olfr190	OR5H1
Olfr190	OR5H8
Olfr190	OR5H15
Olfr190	OR5H14
Olfr191	OR5H6
Olfr191	OR5H1
Olfr191	OR5H8
Olfr191	OR5H15
Olfr191	OR5H14
Olfr193	OR5H6
Olfr193	OR5H1
Olfr193	OR5H8
Olfr193	OR5H15
Olfr193	OR5H14
Olfr195	OR5K3
Olfr196	OR5H6
Olfr196	OR5H1
Olfr196	OR5H8
Olfr196	OR5H15
Olfr196	OR5H14
Olfr2	OR6A2
Olfr211	OR13A1
Olfr218	OR10J3
Olfr220	OR6P1
Olfr221	OR5AU1
Olfr222	OR2B11
Olfr224	OR2T29
Olfr224	OR2T4
Olfr224	OR2T5
Olfr228	OR8K3
Olfr231	OR6K6
Olfr235	OR5AN1
Olfr237	OR2A14
Olfr239	OR10H5
Olfr24	OR1M1
Olfr248	OR10X1
Olfr26	OR8D1
Olfr262	OR5AN1
Olfr263	OR2W1
Olfr267	OR2K2
Olfr27	OR8G1
Olfr27	OR8G5
Olfr270	OR13D1
Olfr271-ps1	OR13C9
Olfr271-ps1	OR13C2
Olfr271-ps1	OR13C5
Olfr272	OR13C8
Olfr273	OR13C3
Olfr275	OR13F1
Olfr285	OR8S1
Olfr286	OR10AD1
Olfr287	OR10AD1
Olfr288	OR10AD1
Olfr292	OR14C36
Olfr293	OR14C36
Olfr294	OR14A2
Olfr295	OR14C36
Olfr296-ps1	OR14C36
Olfr297	OR14C36
Olfr298	OR14A2
Olfr299	OR14C36
Olfr3	OR1J1
Olfr300-ps1	OR14C36
Olfr301	OR14C36
Olfr304	OR14A2
Olfr305	OR14A2
Olfr307	OR14A2
Olfr308	OR6F1
Olfr309	OR13G1
Olfr31	OR2T1
Olfr310	OR14C36
Olfr314	OR2T12
Olfr314	OR2T33
Olfr314	OR2T8
Olfr316	OR2AK2
Olfr317	OR2W3
Olfr318	OR2AK2
Olfr319	OR2AK2
Olfr320	OR2AK2
Olfr322	OR2W3
Olfr323	OR11L1
Olfr325	OR2T29
Olfr325	OR2T4
Olfr325	OR2T5
Olfr328	OR2T29
Olfr328	OR2T4
Olfr328	OR2T5
Olfr329	OR2T29
Olfr329	OR2T4
Olfr329	OR2T5
Olfr330	OR2T29
Olfr330	OR2T4
Olfr330	OR2T5
Olfr331	OR2T29
Olfr331	OR2T4
Olfr331	OR2T5
Olfr350	OR1J4
Olfr351	OR1N1
Olfr353	OR1N1
Olfr354	OR1N2
Olfr357	OR1Q1
Olfr362	OR1B1
Olfr368	OR5C1
Olfr370	OR10K1
Olfr38	OR2F1
Olfr38	OR2F2
Olfr39	OR7D4
Olfr401	OR3A1
Olfr402	OR3A1
Olfr403	OR1A2
Olfr404-ps1	OR1P1
Olfr406	OR1P1
Olfr409-ps1	OR1P1
Olfr410	OR3A1
Olfr412	OR1D2
Olfr414	OR6Y1
Olfr417	OR10X1
Olfr419	OR10Z1
Olfr420	OR6K2
Olfr424	OR6K3
Olfr429	OR6N1
Olfr43	OR1A2
Olfr430	OR6N2
Olfr434	OR2A42
Olfr434	OR2A1
Olfr435	OR2A42
Olfr435	OR2A1
Olfr437	OR2A2
Olfr44	OR8G1
Olfr44	OR8G5
Olfr441	OR2A14
Olfr444	OR2A14
Olfr446	OR2A12
Olfr447	OR2A25
Olfr448	OR2A5
Olfr449	OR6B1
Olfr452	OR2F1
Olfr452	OR2F2
Olfr453	OR2F1
Olfr453	OR2F2
Olfr459	OR9A2
Olfr460	OR9A4
Olfr462	OR4D2
Olfr463	OR4D2
Olfr464	OR4D1
Olfr466	OR9H1P
Olfr469	OR5P2
Olfr47	OR2A42
Olfr47	OR2A1
Olfr470	OR5P2
Olfr478	OR5P2
Olfr480	OR5P3
Olfr482	OR5P2
Olfr483	OR5P2
Olfr484	OR5P2
Olfr485	OR5P2
Olfr486	OR5P2
Olfr487	OR5P2
Olfr488	OR5P2
Olfr490	OR5P2
Olfr492	OR5P2
Olfr493	OR5P2
Olfr494	OR5P2
Olfr495	OR5P2
Olfr497	OR5P2
Olfr498	OR5P2
Olfr501-ps1	OR5P2
Olfr502	OR5P2
Olfr504	OR56B1
Olfr506	OR5P2
Olfr507	OR5P2
Olfr508	OR5P3
Olfr510	OR5P2
Olfr512	OR10A3
Olfr512	OR10A6
Olfr514	OR10A3
Olfr514	OR10A6
Olfr516	OR10A3
Olfr516	OR10A6
Olfr517	OR10A3
Olfr517	OR10A6
Olfr518	OR10A3
Olfr518	OR10A6
Olfr519	OR10A3
Olfr519	OR10A6
Olfr520	OR2AT4
Olfr547	OR52B4
Olfr55	OR10H5
Olfr552	OR52K2
Olfr554	OR52M1
Olfr556	OR52I2
Olfr556	OR52I1
Olfr557	OR51D1
Olfr558	OR51E1
Olfr56	OR2V2
Olfr56	OR2V1
Olfr560	OR51C1P
Olfr566	OR51F1
Olfr568	OR51F2
Olfr569	OR52R1
Olfr571	OR51S1
Olfr574	OR51T1
Olfr576	OR51A7
Olfr577	OR51G2
Olfr578	OR51G1
Olfr582	OR52R1
Olfr583	OR51F1
Olfr584	OR52R1
Olfr585	OR51F1
Olfr587-ps1	OR51L1
Olfr589	OR52E2
Olfr59	OR1P1
Olfr592	OR52J3
Olfr620	OR51V1
Olfr623	OR51B6
Olfr624	OR51V1
Olfr63	OR10H4
Olfr631	OR51M1
Olfr635	OR51Q1
Olfr638	OR51Q1
Olfr640	OR51I1
Olfr641	OR51I2
Olfr646	OR52D1
Olfr648	OR52H1
Olfr65	OR51B6
Olfr650-ps1	OR52B6
Olfr657	OR56B1
Olfr659	OR52N4
Olfr66	OR51B4
Olfr664	OR52N1
Olfr666	OR52N2
Olfr667	OR52N2
Olfr668	OR52N2
Olfr669	OR52N5
Olfr671	OR52E8
Olfr671	OR52E6
Olfr675	OR52E8
Olfr675	OR52E6
Olfr677	OR52E4
Olfr678	OR52E5
Olfr679	OR56A3
Olfr68	OR52A5
Olfr681	OR56A3
Olfr683	OR56A4
Olfr685	OR52L1
Olfr688	OR56B4
Olfr689	OR56B4
Olfr69	OR52A5
Olfr691	OR52B2
Olfr692	OR52W1
Olfr693	OR2AG2
Olfr693	OR2AG1
Olfr694	OR2AG2
Olfr694	OR2AG1
Olfr695	OR2AG2
Olfr695	OR2AG1
Olfr697	OR2AG2
Olfr697	OR2AG1
Olfr698	OR2AG2
Olfr698	OR2AG1
Olfr699	OR2AG2
Olfr699	OR2AG1
Olfr700	OR2AG2
Olfr700	OR2AG1
Olfr701	OR2AG2
Olfr701	OR2AG1
Olfr703	OR2AG2
Olfr703	OR2AG1
Olfr704	OR2AG2
Olfr704	OR2AG1
Olfr705	OR2AG2
Olfr705	OR2AG1
Olfr706	OR2AG2
Olfr706	OR2AG1
Olfr71	OR13J1
Olfr713	OR10A5
Olfr713	OR10A2
Olfr714	OR10A5
Olfr714	OR10A2
Olfr715	OR2D2
Olfr715b	OR2D2
Olfr716	OR2D3
Olfr720	OR2T6
Olfr721-ps1	OR2T35
Olfr721-ps1	OR2T2
Olfr722	OR4N5
Olfr723	OR4L1
Olfr724	OR4L1
Olfr725	OR4K15
Olfr726	OR4K15
Olfr727	OR4K15
Olfr728	OR4K1
Olfr729	OR4K5
Olfr73	OR5D18
Olfr730	OR4K2
Olfr732	OR4N4
Olfr732	LINC02203
Olfr733	OR4N4
Olfr733	LINC02203
Olfr734	OR4M1
Olfr734	OR4M2
Olfr738	OR11G2
Olfr74	OR5D18
Olfr745	OR11H6
Olfr746	OR11H7
Olfr747	OR11H4
Olfr748	OR11H7
Olfr749	OR11H4
Olfr750	OR6S1
Olfr753-ps1	OR2H1
Olfr76	OR5A1
Olfr765	OR2AP1
Olfr767	OR2AP1
Olfr77	OR7D4
Olfr779	OR6C6
Olfr78	OR51E2
Olfr780	OR6C68
Olfr782	OR6C6
Olfr786	OR6C1
Olfr788	OR6C3
Olfr790	OR6C75
Olfr791	OR6C2
Olfr796	OR10P1
Olfr8	OR7A10
Olfr8	OR7A17
Olfr8	OR7A5
Olfr802	OR6C1
Olfr804	OR6C6
Olfr808	OR6C65
Olfr809	OR6C76
Olfr813	OR6C76
Olfr814	OR6C70
Olfr815	OR6C70
Olfr821	OR6C74
Olfr825	OR9K2
Olfr826	OR9K2
Olfr828	OR7G2
Olfr829	OR7G1
Olfr830	OR7G2
Olfr832	OR7G3
Olfr834	OR7G3
Olfr835	OR7G2
Olfr836	OR7G2
Olfr837	OR7G2
Olfr839-ps1	OR7G2
Olfr843	OR7G1
Olfr844	OR7G2
Olfr845	OR7G2
Olfr846	OR7G2
Olfr847	OR7G2
Olfr850	OR7G1
Olfr854	OR7G1
Olfr855	OR7G2
Olfr867	OR7D4
Olfr874	OR8B12
Olfr875	OR8B12
Olfr876	OR8B12
Olfr878	OR8B4
Olfr90	OR2H1
Olfr91	OR2H1
Olfr918	OR8B3
Olfr918	OR8B2
Olfr92	OR2H1
Olfr924	OR8D2
Olfr926	OR8D2
Olfr93	OR2H1
Olfr930	OR8D1
Olfr933	OR8D1
Olfr935	OR8G1
Olfr935	OR8G5
Olfr936	OR8G1
Olfr936	OR8G5
Olfr937	OR8G1
Olfr937	OR8G5
Olfr94	OR2I1P
Olfr943	OR8G1
Olfr943	OR8G5
Olfr944	OR8G1
Olfr944	OR8G5
Olfr945	OR8G1
Olfr945	OR8G5
Olfr948	OR8G1
Olfr948	OR8G5
Olfr949-ps1	OR5G3
Olfr95	OR10C1
Olfr951	OR8G1
Olfr951	OR8G5
Olfr954	OR8G1
Olfr954	OR8G5
Olfr958	OR10D3
Olfr96	OR11A1
Olfr978	OR10G7
Olfr978	OR10G8
Olfr978	OR10G9
Olfr978	OR10G4
Olfr979	OR10G7
Olfr979	OR10G8
Olfr979	OR10G9
Olfr979	OR10G4
Olfr980	OR10G7
Olfr980	OR10G8
Olfr980	OR10G9
Olfr980	OR10G4
Olfr981	OR10G6
Olfr982	OR10S1
Olfr984	OR4D5
Olfr985	OR8D4
Olfr986	OR6X1
Olfr993	OR5AK2
Olfr994	OR5AK2
Olfr995	OR5AK2
Olig1	OLIG1
Olig2	OLIG2
Olig3	OLIG3
Olr1	OLR1
Oma1	OMA1
Omd	OMD
Omg	OMG
Omp	OMP
Onecut1	ONECUT1
Onecut2	ONECUT2
Ooep	OOEP
Oog1	PRAMEF1
Oog1	PRAMEF12
Oog1	PRAMEF2
Oog1	PRAMEF8
Oog1	PRAMEF10
Oog1	PRAMEF20
Oog1	PRAMEF17
Oog1	PRAMEF19
Oog1	PRAMEF14
Oog1	PRAMEF15
Oog1	PRAMEF9
Oog1	PRAMEF7
Oog1	PRAMEF25
Oog1	PRAMEF6
Oog1	PRAMEF33
Oog1	PRAMEF11
Oog1	PRAMEF4
Oog1	PRAMEF5
Oog1	PRAMEF27
Oog1	PRAMEF13
Oog1	PRAMEF18
Oog1	PRAMEF26
Oog2	PRAMEF1
Oog2	PRAMEF12
Oog2	PRAMEF2
Oog2	PRAMEF8
Oog2	PRAMEF10
Oog2	PRAMEF20
Oog2	PRAMEF17
Oog2	PRAMEF19
Oog2	PRAMEF14
Oog2	PRAMEF15
Oog2	PRAMEF9
Oog2	PRAMEF7
Oog2	PRAMEF25
Oog2	PRAMEF6
Oog2	PRAMEF33
Oog2	PRAMEF11
Oog2	PRAMEF4
Oog2	PRAMEF5
Oog2	PRAMEF27
Oog2	PRAMEF13
Oog2	PRAMEF18
Oog2	PRAMEF26
Oog3	PRAMEF1
Oog3	PRAMEF12
Oog3	PRAMEF2
Oog3	PRAMEF8
Oog3	PRAMEF10
Oog3	PRAMEF20
Oog3	PRAMEF17
Oog3	PRAMEF19
Oog3	PRAMEF14
Oog3	PRAMEF15
Oog3	PRAMEF9
Oog3	PRAMEF7
Oog3	PRAMEF25
Oog3	PRAMEF6
Oog3	PRAMEF33
Oog3	PRAMEF11
Oog3	PRAMEF4
Oog3	PRAMEF5
Oog3	PRAMEF27
Oog3	PRAMEF13
Oog3	PRAMEF18
Oog3	PRAMEF26
Oog4	PRAMEF1
Oog4	PRAMEF12
Oog4	PRAMEF2
Oog4	PRAMEF8
Oog4	PRAMEF10
Oog4	PRAMEF20
Oog4	PRAMEF17
Oog4	PRAMEF19
Oog4	PRAMEF14
Oog4	PRAMEF15
Oog4	PRAMEF9
Oog4	PRAMEF7
Oog4	PRAMEF25
Oog4	PRAMEF6
Oog4	PRAMEF33
Oog4	PRAMEF11
Oog4	PRAMEF4
Oog4	PRAMEF5
Oog4	PRAMEF27
Oog4	PRAMEF13
Oog4	PRAMEF18
Oog4	PRAMEF26
Oosp1	OOSP1
Oosp2	OOSP2
Opa1	OPA1
Opa3	OPA3
Opalin	OPALIN
Opcml	OPCML
Ophn1	OPHN1
Oplah	OPLAH
Opn1mw	OPN1LW
Opn1mw	OPN1MW2
Opn1mw	OPN1MW
Opn1mw	OPN1MW3
Opn1sw	OPN1SW
Opn3	OPN3
Opn4	OPN4
Opn5	OPN5
Oprd1	OPRD1
Oprk1	OPRK1
Oprl1	OPRL1
Oprm1	OPRM1
Optc	OPTC
Optn	OPTN
Orai1	ORAI1
Orai2	ORAI2
Orai3	ORAI3
Orc1	ORC1
Orc2	ORC2
Orc3	ORC3
Orc4	ORC4
Orc5	ORC5
Orc6	ORC6
Orm1	ORM2
Orm1	ORM1
Orm2	ORM2
Orm2	ORM1
Orm3	ORM2
Orm3	ORM1
Ormdl2	ORMDL2
Ormdl3	ORMDL3
Os9	OS9
Osbp	OSBP
